"Born 1951 Director father. Was a succesful model before returning to film. Won Supporting Actress Oscar in Prizzi's Honor", "Anjelica Huston"
"Born Sep 16, 1924, She starred in the movie How To Marry a Millionaire - 1953", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Innocent Victim - 1990", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Key Largo - 1948", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Misery - 1990", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Mr. North - 1988", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Murder on the Orient Express - 1974", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie My Fellow Americans - 1996", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Perfect Gentlemen - 1978", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Ready To Wear (Pr?t-?-Porter) - 1994", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Sex and the Single Girl - 1965", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Shock Treatment - 1964", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie The Big Sleep - 1946", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie The Cobweb - 1955", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie The Fan - 1981", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie The Gift of Love - 1958", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie The Mirror Has Two Faces - 1996", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie The Shootist - 1976", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie To Have and Have Not - 1944", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Tree of Hands - 1989", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Two Guys From Milwaukee - 1946", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Woman's World - 1954", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Written on the Wind - 1957", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Young Man With a Horn - 1950", "lauren bacall"
"Born Sep 2, 1968, She starred in the movie 54 - 1998", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Breaking Up - 1997", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Desperado - 1995", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Dogma - 1999", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Fair Game - 1995", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Fled - 1996", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Follow Me Home - 1997", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Fools Rush In - 1997", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Four Rooms - 1995", "salma hayek"
"Born Sep 2, 1968, She starred in the movie From Dusk Till Dawn - 1996", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Mi Vida Loca - 1994", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Miracle Alley - 1995", "salma hayek"
"Born Sep 2, 1968, She starred in the movie The Faculty - 1998", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Time Code - 2000", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Who the Hell Is Juliette? - 1997", "salma hayek"
"Born Sep 2, 1968, She starred in the movie Wild Wild West - 1999", "salma hayek"
"Born Sep 20, 1934, She starred in the movie A Blood Feud - 1979", "sophia loren"
"Born Sep 20, 1934, She starred in the movie A Breath of Scandal - 1960", "sophia loren"
"Born Sep 20, 1934, She starred in the movie A Countess From Hong Kong - 1967", "sophia loren"
"Born Sep 20, 1934, She starred in the movie A Special Day - 1977", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Africa Under the Seas - 1952", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Aida - 1953", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Angela - 1977", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Anna - 1951", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Arabesque - 1966", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Attila the Hun - 1954", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Aurora - 1984", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Blood Feud - 1979", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Bluebeard's Six Wives - 1950", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Boccaccio '70 - 1962", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Boy on a Dolphin - 1957", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Brass Target - 1978", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Brief Encounter - 1974", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Courage - 1986", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Desire Under the Elms - 1958", "sophia loren"
"Born Sep 20, 1934, She starred in the movie El Cid - 1961", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Firepower - 1979", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Five Miles to Midnight - 1962", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Ghosts____Italian Style - 1967", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Good People's Sunday - 1953", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Grumpier Old Men - 1995", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Gun Moll - 1974", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Hearts Upon the Sea - 1950", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Heller in Pink Tights - 1960", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Houseboat - 1958", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Io Sono il Capatz - 1950", "sophia loren"
"Born Sep 20, 1934, She starred in the movie It Started in Naples - 1960", "sophia loren"
"Born Sep 20, 1934, She starred in the movie It's Him . . . Yes. Yes! - 1951", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Judith - 1966", "sophia loren"
"Born Sep 20, 1934, She starred in the movie La Favorita - 1952", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Lady L - 1965", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Lady Liberty - 1971", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Legend of the Lost - 1957", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Lucky To Be a Woman - 1955", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Madame - 1963", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Madame Sans-G?ne - 1961", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Man of La Mancha - 1972", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Marriage Italian Style - 1964", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Milana the Millionairess - 1951", "sophia loren"
"Born Sep 20, 1934, She starred in the movie More Than a Miracle - 1967", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Mortadella/Lady Liberty - 1972", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Neopolitan Carousel - 1953", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Operation Crossbow - 1965", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Pilgrim of Love - 1953", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Poverty and Nobility - 1954", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Qualcosa di Biondo - 1985", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Quo Vadis - 1951", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Ready To Wear (Pr?t-?-Porter) - 1994", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Running Away - 1989", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Saturday, Sunday and Monday - 1990", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Scandal in Sorrento - 1955", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Sunflower - 1970", "sophia loren"
"Born Sep 20, 1934, She starred in the movie That Kind of Woman - 1959", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Anatomy of Love - 1953", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Black Orchid - 1959", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Cassandra Crossing - 1977", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Condemned of Altona - 1963", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Country of Bells - 1953", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Dream of Zorro - 1951", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Fall of the Roman Empire - 1964", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Fortunate Pilgrim - 1988", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Gold of Naples - 1954", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Key - 1958", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Magician in Spite of Himself - 1951", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Miller's Wife - 1955", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Millionairess - 1960", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Piano Tuner Has Arrived - 1951", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Pride and the Passion - 1957", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Priest's Wife - 1970", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Sign of Venus - 1955", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Vote - 1950", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The Voyage - 1973", "sophia loren"
"Born Sep 20, 1934, She starred in the movie The White Slave Trade - 1952", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Too Bad She's Bad - 1955", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Two Nights With Cleopatra - 1953", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Two Women - 1961", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Verdict - 1974", "sophia loren"
"Born Sep 20, 1934, She starred in the movie We'll Meet in the Gallery - 1953", "sophia loren"
"Born Sep 20, 1934, She starred in the movie White Sister - 1973", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Woman of the River - 1955", "sophia loren"
"Born Sep 20, 1934, She starred in the movie Yesterday, Today and Tomorrow - 1964", "sophia loren"
"Born sep 25, 1944, he starred in the movie a perfect murder - 1998", "michael douglas"
"Born sep 25, 1944, he starred in the movie adam at 6 a.m. - 1970", "michael douglas"
"Born sep 25, 1944, he starred in the movie basic instinct - 1992", "michael douglas"
"Born sep 25, 1944, he starred in the movie black rain - 1989", "michael douglas"
"Born sep 25, 1944, he starred in the movie coma - 1978", "michael douglas"
"Born sep 25, 1944, he starred in the movie disclosure - 1994", "michael douglas"
"Born sep 25, 1944, he starred in the movie falling down - 1993", "michael douglas"
"Born sep 25, 1944, he starred in the movie fatal attraction - 1987", "michael douglas"
"Born sep 25, 1944, he starred in the movie hail hero! - 1969", "michael douglas"
"Born sep 25, 1944, he starred in the movie it's my turn - 1980", "michael douglas"
"Born sep 25, 1944, he starred in the movie napoleon and samantha - 1972", "michael douglas"
"Born sep 25, 1944, he starred in the movie romancing the stone - 1984", "michael douglas"
"Born sep 25, 1944, he starred in the movie running - 1979", "michael douglas"
"Born sep 25, 1944, he starred in the movie shining through - 1992", "michael douglas"
"Born sep 25, 1944, he starred in the movie summertree - 1971", "michael douglas"
"Born sep 25, 1944, he starred in the movie tell me a riddle - 1980", "michael douglas"
"Born sep 25, 1944, he starred in the movie the american president - 1995", "michael douglas"
"Born sep 25, 1944, he starred in the movie the china syndrome - 1979", "michael douglas"
"Born sep 25, 1944, he starred in the movie the game - 1997", "michael douglas"
"Born sep 25, 1944, he starred in the movie the ghost and the darkness - 1996", "michael douglas"
"Born sep 25, 1944, he starred in the movie the jewel of the nile - 1985", "michael douglas"
"Born sep 25, 1944, he starred in the movie the star chamber - 1983", "michael douglas"
"Born sep 25, 1944, he starred in the movie the streets of san francisco - 1972", "michael douglas"
"Born sep 25, 1944, he starred in the movie the war of the roses - 1989", "michael douglas"
"Born sep 25, 1944, he starred in the movie wall street - 1987", "michael douglas"
"Born sep 25, 1944, he starred in the movie when michael calls - 1971", "michael douglas"
"Born sep 25, 1944, he starred in the movie where's jack? - 1969", "michael douglas"
"Born sep 25, 1944, he starred in the movie wonder boys - 2000", "michael douglas"
"Born Sep 25, 1952, he starred in the movie Anna Karenina - 1985", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Bump in the Night - 1991", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Deathtrap - 1982", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Gray Lady Down - 1978", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Monsignor - 1983", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Morning Glory - 1994", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Noises Off - 1992", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Remains of the Day - 1993", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Somewhere in Time - 1980", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Speechless - 1994", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Street Smart - 1987", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Superman - 1978", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Superman II - 1981", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Superman III - 1983", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Switching Channels - 1988", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie The Aviator - 1985", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie The Bostonians - 1984", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie The Rose and the Jackal - 1990", "christopher reeve"
"Born Sep 25, 1952, he starred in the movie Village of the Damned - 1995", "christopher reeve"
"Born Sep 28, 1934, She starred in the movie A Very Private Affair - 1962", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie Act of Love - 1953", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie Babette s'en va-t-en Guerre/Babette Goes to War - 1959", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie Bardot-Godard ou Le Parti des Choses - 1964", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie Boulevard du rhum - 1971", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie Cette sacr?e gamine - 1956", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie Contempt - 1963", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie Dear Brigitte - 1965", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie Doctor at Sea - 1956", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie Don Juan 1973/Si Don Juan ?tait une femme/Ms. Don Juan - 1973", "brigitte bardot"
"Born Sep 28, 1934, She starred in the movie En Cas de Malheur - 1958", "brigitte bardot"
